0,1,2
560,主要由病毒感染细胞产生的细胞因子是?,答案:A:I型干扰素
561,抗体存在于?,答案:C:γ 球蛋白
562,来自内胚层的是,答案:B:中耳鼓室和咽鼓管的上皮
563,肿瘤细胞等可产生哪种物质破坏基质的防御屏障,答案:A:透明质酸酶
564,血小板的寿命是,答案:E:7~14天
565,当机体发生过敏反应时，哪种细胞会发生脱颗粒现象?,答案:A:肥大细胞
566,内皮细胞的特征性结构是,答案:D:W-P小体
567,表皮由深至浅的分层顺序，哪项正确,答案:C:基底层、棘层、颗粒层、透明层
568,有髓神经纤维的神经冲动传导方式是,答案:C:在郎飞结间连续跳跃式进行
569,下列哪种细胞是抗原提呈细胞,答案:B:郎格汉斯细胞
570,最重要的免疫细胞是,答案:B:淋巴细胞
571,男性，60岁，胃癌根治术后7天，出现左下肢肿痛。检査时，小腿腓肠肌有压痛、沿股静脉压迫有疼痛，下肢可凹性水肿。诊断为左下肢深静脉血栓形成。与深静脉血栓形成无关的因素是(),答案:E:纤维蛋白溶酶系统被激活
572,35岁女职员，发热5d ，食欲不振、乏力、腹胀、腹泻、脾肿大;血常规:外周血白细胞偏低，起病后曾服用退热药及磺胺药，症状无缓解。怀疑为伤寒病，为进一步确诊，首选应做的检查是?,答案:B:血培养
573,徐师傅因反复右上腹疼痛6个月入院，在行胆囊切除胆总管探查术时，冲出柳叶形扁平而薄的虫体数条，虫体活跃，长约10mm，请问病人很可能是由于食用或饮用了,答案:A:生鱼肉
574,肾床是维持肾脏位置的主要结构，当肾床萎缩，对肾的固定作用减弱，可产生肾下垂或游走肾，解剖学上肾床也称( ),答案:C:脂肪囊
575,2岁的小明，误吸花生，突然窒息。其母发现后马上为其拍背后略有缓解，但不久又开始咳嗽并有呼吸困难。体格检查:小儿有咳嗽、呼吸困难等呼吸道刺激症状，右胸运动受限。右肺呼吸音减弱，右侧胸中、下部叩诊为浊音。胸部CT平扫显示:右肺中、下叶支气管开口处有异物堵塞;右侧支气管未见明确显示，左侧支气管显示良好。麻醉后行支气管镜检查支气管，在CT提示的右肺中、下叶支气管处发现异物。经支气管镜将异物钳出，为一粒花生。诊断为右肺中、下叶支气管异物阻塞。下支气管镜时，依据( )判断支气管分叉部位。,答案:B:气管隆嵴
576,小明因肛周脓肿手术需要注射利多卡因进行骶管麻醉，确定注射药物部位的骨性标志是,答案:C:骶角
577,右心衰竭的病人常因为组织液生成过多而致下肢水肿，其主要原因是,答案:A:毛细血管血压增高
578,肾上腺皮质功能亢进患者血中醛固酮水平升高，可预期该患者的,答案:A:血钠升高，细胞外液量增加
579,田小二，男，二岁，因脊柱侧弯入院，诊断为佝偻病，询问家属，诉平时注意补钙，补充鱼肝油、瘦肉、肝脏食物，请问你应当下的医嘱是什么?,答案:E:晒太阳
580,某甲，禁食40小时，请问此时其血糖来源是(),答案:B:糖异生
581,张同学，本学期操作“血清蛋白质醋酸纤维薄膜电泳”实验后，写作实验报告，在谈到影响蛋白质电泳速度的因素时，写下如下几条，请问你其中错误的是(),答案:D:蛋白质沉降系数
582,患者男，48岁。因患胰腺癌入院拟行手术治疗，现空腹血糖7.8mmol/L。术前给予注射胰岛素，其作用是,答案:E:控制血糖
583,患者男，63岁，慢性胃炎，幽门螺杆菌(+)，需要采用抗菌药物治疗，其用药原则是:,答案:C:联合用药
584,患者，女，32岁，患有红斑狼疮，长期应用泼尼松进行治疗，饮食应该遵循,答案:B:低钠、低糖、高蛋白
585,患者张某，肾移植后出现超急性排斥反应，与供者移植物何种抗原有关?,答案:E:ABO血型抗原
586,某男，25岁。寒战、高热、胸痛、咳嗽、咳铁锈样痰，胸透显示右上肺有片状致密阴影，诊断为大叶性肺炎，首选的治疗药物为( ),答案:B:青霉素
587,病人、男性、20岁，溺水，心搏骤停，可以用于心室注射的抢救药物是(),答案:C:异丙肾上腺素
588,患者染色体核型为正常男性型(46，XY)，性腺为功能正常的睾丸。外生殖器为正常女性型，2/3的患者无子宫和输卵管，其余1/3只存留遗迹。附睾和输精管一般缺如。睾丸组织学检查在青春期前正常，在青春期后曲细精管缩小，精原细胞稀少，无精子发生，青春期，女性第二性征发育，乳房发育和正常女性相同，女性体态，阴毛和腋毛稀少，原发性闭经，智力正常。临床诊断为睾丸女性化综合征，其产生的主要原因是:,答案:D:靶细胞缺乏雄激素受体
589,患者，女，47岁，近日全身乏力较明显，食欲较前差，伴乏困、全身肢体麻木，劳累后头晕、心悸，伴面色苍白。临床诊断:贫血。HGB 61g/L，胃镜检查，结果为:萎缩性胃体炎。导致该患者贫血的原因为内因子缺乏，维生素B12吸收障碍，内因子由下列哪种细胞产生?,答案:B:壁细胞
590,29岁男性患者，因1天前，大量饮酒导致急性腹痛入院，上腹疼痛,答案:D:胰酶在胰腺内被激活以后引起胰腺组织自身消化
591,可降低正常及发热患者体温的药物是:,答案:D:氯丙嗪
592,解热镇痛强，几无抗风湿作用的药物是:,答案:B:对乙酰氨基酚
593,胃肠道反应较轻的解热镇痛抗炎药是:,答案:E:美洛昔康
594,小儿麻痹症瘫痪为(),答案:B:软瘫
595,新生儿窒息脑瘫为(),答案:A:核上瘫
596,______可引起唾液大量分泌,答案:A:乙酰胆碱，P物质和血管活性肠肽
597,_______可抑制唾液分泌,答案:E:阿托品
598,既可治疗癫痫，又有抗心律失常作用的药物是:,答案:E:苯妥英钠
599,治疗失神小发作的首选药是:,答案:A:乙琥胺
600,治疗三叉神经痛的首选药物是:,答案:B:卡马西平
